숙소ID,구,동,업소명,주소,위도,경도,인접도로명,인접도로폭,지도표시도로폭,도로폭_출처,도로폭_도로구간매칭,도로폭_거리m,공식도로폭m,도로폭_위험도,도로폭_속도계수,도로폭_보정이동시간초,도로폭_보정예상도착초,실폭도로ID,실폭도로일련번호,도로구간관리번호,도로명코드 
3661,강서구,화곡동,소담스레,서울특별시 강서구 화곡동 785-11번지,37.52736614,126.86141654,국회대로,폭40-50m,6m미만,API,교차,208.98,40.0,0.04,0.94,113,173,11186,199,569.0,2005008
3662,강서구,등촌동,디렉터 하우스,서울특별시 강서구 등촌동 647-70번지,37.54931594,126.86429552,등촌로,폭30-35m,폭6-8m,API,교차,42.3,30.0,0.12,0.96,118,178,11318,10,571.0,3005064
3663,강서구,화곡동,호호집,서울특별시 강서구 화곡동 871-78번지,37.5287975,126.85277339,국회대로,폭40-50m,6m미만,API,교차,15.97,40.0,0.04,0.94,90,150,11186,199,569.0,2005008
3664,강서구,화곡동,안나 스테이,서울특별시 강서구 화곡동 910-33번지,37.52551906,126.84447091,국회대로,폭40-50m,6m미만,API,교차,135.01,40.0,0.04,0.94,81,141,11186,199,569.0,2005008
3665,강서구,화곡동,모먼트 스테이,서울특별시 강서구 화곡동 367-64번지,37.53545237,126.84166195,가로공원로76가길,6m미만,폭6-8m,API,교차,0.0,4.0,1.0,1.3,151,211,11467,257,1131.0,4145004
3666,강서구,방화동,아리아하우스,서울특별시 강서구 방화동 793번지,37.56762493,126.81352388,방화동로,폭12-15m,6m미만,API,교차,0.0,14.0,0.45,1.04,152,212,11401,25,561.0,3115005
3667,강서구,등촌동,샤론,서울특별시 강서구 등촌동 630-11번지,37.55459497,126.85957068,공항대로,6m미만,6m미만,API,교차,39.34,4.0,1.0,1.3,60,120,11509,1030,1138.0,2005007
3668,강서구,개화동,리버사이드,서울특별시 강서구 개화동 460-56번지,37.57626056,126.80049671,개화동로8길,폭6-8m,폭8-10m,API,근접,1.97,6.0,0.85,1.22,41,101,10853,347,2662.0,4145109
3669,강서구,등촌동,회랑정,서울특별시 강서구 등촌동 643-40번지,37.55227847,126.85876146,공항대로,폭40-50m,6m미만,API,교차,59.65,40.0,0.04,0.94,73,133,11524,325,557.0,2005007
3670,강서구,방화동,오투게스트하우스,서울특별시 강서구 방화동 562-11번지,37.56993891,126.80975676,금낭화로11길,폭6-8m,6m미만,API,교차,25.65,6.0,0.85,1.22,117,177,11261,50,1382.0,4145229
3671,강서구,방화동,허쉬 하우스,서울특별시 강서구 방화동 592-121번지,37.56597516,126.80986873,개화동로23길,6m미만,6m미만,API,교차,4.53,4.0,1.0,1.3,179,239,11505,32,280.0,4145098
3672,강서구,화곡동,Romg Stay,서울특별시 강서구 화곡동 102-141번지,37.53609871,126.84446311,강서로,폭30-35m,폭6-8m,API,교차,14.25,30.0,0.12,0.96,97,157,10972,383,570.0,3115001
3673,강서구,화곡동,여우와달,서울특별시 강서구 화곡동 350-9번지,37.53136306,126.84299363,강서로15길,6m미만,6m미만,API,교차,13.79,5.0,1.0,1.3,147,207,10992,163,247.0,4145019
3674,강서구,공항동,수 코지 스테이(Soo Cozy Stay),서울특별시 강서구 공항동 55-97번지,37.55607372,126.81018481,공항대로,폭40-50m,6m미만,API,교차,32.41,40.0,0.04,0.94,104,164,11524,325,557.0,2005007
3675,강서구,화곡동,혜성,서울특별시 강서구 화곡동 392-31번지,37.53025651,126.84915527,국회대로7길,폭20-25m,폭6-8m,API,교차,0.0,23.0,0.25,1.0,115,175,11386,242,21.0,4145228
3676,강서구,화곡동,Damon's house,서울특별시 강서구 화곡동 61-86번지,37.53877684,126.84538882,초록마을로22길,6m미만,6m미만,API,교차,0.0,4.0,1.0,1.3,84,144,11492,307,302.0,4145462
3677,강서구,공항동,김포공항앞 아파트 복층,서울특별시 강서구 공항동 42-23번지,37.55744321,126.81019144,남부순환로7길,폭6-8m,6m미만,API,교차,7.76,6.0,0.85,1.22,138,198,11102,323,23.0,4145285
3678,강서구,방화동,그린하우스,서울특별시 강서구 방화동 592-39번지,37.56599278,126.80922156,개화동로23길,6m미만,6m미만,API,교차,6.08,4.0,1.0,1.3,176,236,11505,32,280.0,4145098
3679,강서구,공항동,사랑방스테이,서울특별시 강서구 공항동 55-136번지,37.5564618,126.81033092,공항대로,폭40-50m,6m미만,API,교차,0.0,40.0,0.04,0.94,103,163,11524,325,557.0,2005007
3680,강서구,화곡동,라움하우스,서울특별시 강서구 화곡동 424-61번지,37.52895832,126.83947412,월정로20길,6m미만,6m미만,API,교차,14.07,5.0,1.0,1.3,88,148,10956,251,138.0,4145444
3681,강서구,내발산동,코너스톤,서울특별시 강서구 내발산동 678번지,37.55150336,126.83540426,강서로45나길,폭6-8m,폭6-8m,API,교차,10.5,7.0,0.85,1.22,63,123,11290,77,543.0,4145053
3682,강서구,공항동,라인스테이,서울특별시 강서구 공항동 1363-2번지,37.55197601,126.81606209,공항대로,폭40-50m,6m미만,API,교차,1.2,40.0,0.04,0.94,68,128,11205,922,557.0,2005007
3683,강서구,등촌동,보아트래블홈(BoA travel home),서울특별시 강서구 등촌동 646-9번지,37.55100642,126.86207553,공항대로58가길,폭6-8m,6m미만,API,교차,1.46,6.0,0.85,1.22,116,176,11488,122,2474.0,4145201
3684,강서구,내발산동,Cornerstay in Ujangsan,서울특별시 강서구 내발산동 710-8번지,37.54773545,126.83245197,강서로45길,6m미만,폭6-8m,API,교차,3.76,3.0,1.0,1.3,144,204,11021,1463,738.0,4145052
3685,강서구,화곡동,스테이 쿠,서울특별시 강서구 화곡동 969-5번지,37.54526889,126.84933816,까치산로14가길,폭6-8m,6m미만,API,교차,10.08,6.0,0.85,1.22,59,119,11398,85,2406.0,4145252
3686,강서구,방화동,Cozy Room(코지룸),서울특별시 강서구 방화동 819번지,37.57800431,126.81175896,금낭화로,폭25-30m,폭8-10m,API,교차,22.18,29.0,0.18,0.98,34,94,11069,316,2411.0,3115002
3687,강서구,마곡동,하니하우스,서울특별시 강서구 마곡동 429번지,37.57298497,126.83705281,양천로47길,폭8-10m,폭6-8m,API,교차,7.8,8.0,0.7,1.14,270,330,11100,334,412.0,4145407
3688,강서구,화곡동,이도트라움,서울특별시 강서구 화곡동 366-32번지,37.53152766,126.84036272,강서로17길,폭10-12m,폭8-10m,API,교차,8.17,11.0,0.55,1.08,97,157,11373,46,512.0,4145022
3689,강서구,화곡동,헤나스테이,서울특별시 강서구 화곡동 95-51번지,37.54322275,126.84327582,초록마을로2길,6m미만,6m미만,API,교차,0.0,4.0,1.0,1.3,29,89,11494,43,135.0,4145466
3690,강서구,화곡동,미소스테이,서울특별시 강서구 화곡동 798-8번지,37.53000695,126.86045249,국회대로7길,폭20-25m,폭6-8m,API,교차,0.0,23.0,0.25,1.0,124,184,11386,242,21.0,4145228
3691,강서구,등촌동,브리즈스테이,서울특별시 강서구 등촌동 576-2번지,37.53400674,126.86053431,등촌로13다길,6m미만,6m미만,API,교차,14.16,5.0,1.0,1.3,173,233,11227,159,352.0,4145291
3692,강서구,공항동,스테이 하루담,서울특별시 강서구 공항동 1359-8번지,37.55205856,126.818436,강서도매시장로,폭12-15m,폭12-15m,공식만,교차,6.19,12.89,0.45,1.04,59,119,10889,1001,5624.0,3354222
3693,강서구,등촌동,서울로와 스테이,서울특별시 강서구 등촌동 647-36번지,37.54988505,126.8632009,등촌로51길,폭12-15m,폭6-8m,API,교차,13.54,12.0,0.45,1.04,116,176,11506,272,349.0,4145311
3694,강서구,화곡동,Stay in Seoul,서울특별시 강서구 화곡동 1030-12번지,37.541487,126.83883889,화곡로,폭35-40m,6m미만,API,교차,13.36,35.0,0.08,0.95,70,130,11304,2,567.0,3005069
3695,강서구,공항동,The Nest Stay,서울특별시 강서구 공항동 60-38번지,37.55579463,126.8091062,공항대로,폭40-50m,6m미만,API,교차,49.51,40.0,0.04,0.94,116,176,11205,922,557.0,2005007
3696,강서구,공항동,공감나눔NO.1,서울특별시 강서구 공항동 680-8번지,37.55246778,126.81324823,하늘길,폭30-35m,폭25-30m,API,교차,46.98,33.0,0.12,0.96,88,148,11053,1505,621.0,4145490
3697,강서구,개화동,럭키비키하우스,서울특별시 강서구 개화동 450-27번지,37.57627585,126.79955228,개화동로8길,폭6-8m,폭8-10m,API,교차,56.61,6.0,0.85,1.22,52,112,11101,449,2662.0,4145109
3698,강서구,방화동,연담스테이,서울특별시 강서구 방화동 575-24번지,37.5695928,126.81207415,금낭화로6가길,6m미만,6m미만,API,교차,3.21,3.0,1.0,1.3,152,212,11542,136,415.0,4145245
3699,강서구,화곡동,스테이진25,서울특별시 강서구 화곡동 1112-11번지,37.55093993,126.85140404,공항대로46길,폭15-20m,폭8-10m,API,교차,31.94,15.0,0.35,1.02,119,179,11035,270,400.0,4145190
3700,강서구,내발산동,브라보스테이,서울특별시 강서구 내발산동 670-51번지,37.55137651,126.83698207,강서로46길,폭6-8m,폭6-8m,API,교차,3.09,6.0,0.85,1.22,63,123,10943,340,419.0,4145056
3701,강서구,화곡동,컴피화곡,서울특별시 강서구 화곡동 111-50번지,37.54176816,126.84198913,초록마을로2길,6m미만,6m미만,API,교차,17.38,4.0,1.0,1.3,56,116,11494,43,135.0,4145466
3702,강서구,등촌동,솔온스테이,서울특별시 강서구 등촌동 647-55번지,37.54933962,126.86374566,등촌로,폭30-35m,폭6-8m,API,교차,0.0,30.0,0.12,0.96,116,176,11318,10,571.0,3005064
3703,강서구,화곡동,행복감스테이,서울특별시 강서구 화곡동 55-10번지,37.53873628,126.84776428,초록마을로22길,6m미만,6m미만,API,교차,5.8,4.0,1.0,1.3,92,152,10867,156,302.0,4145462
3704,강서구,화곡동,오동나무,서울특별시 강서구 화곡동 340-33번지,37.53049314,126.84675467,강서로5나길,폭20-25m,6m미만,API,교차,1.5,22.0,0.25,1.0,125,185,11267,205,560.0,4145073
3705,강서구,화곡동,Happy our sweet home,서울특별시 강서구 화곡동 409-69번지,37.53483932,126.84746726,강서로18바길,폭6-8m,6m미만,API,교차,0.0,6.0,0.85,1.22,146,206,11410,294,240.0,4145032
3706,강서구,화곡동,인터하우징,서울특별시 강서구 화곡동 790-3번지,37.52754144,126.85925797,국회대로,폭40-50m,6m미만,API,교차,155.3,40.0,0.04,0.94,109,169,11186,199,569.0,2005008
3707,강서구,내발산동,스텔라하우스,서울특별시 강서구 내발산동 671-2번지,37.55155149,126.83906045,강서로46길,폭6-8m,폭6-8m,API,교차,13.96,6.0,0.85,1.22,66,126,10943,340,419.0,4145056
3708,강서구,공항동,마실(Masil),서울특별시 강서구 공항동 57-32번지,37.55422875,126.81068663,공항대로,폭40-50m,6m미만,API,교차,24.11,40.0,0.04,0.94,102,162,11205,922,557.0,2005007
3709,강서구,방화동,언니네,서울특별시 강서구 방화동 598-116번지,37.56430943,126.81052498,방화동로7길,6m미만,6m미만,API,교차,0.0,2.0,1.0,1.3,202,262,11209,143,520.0,4145376
3710,강서구,개화동,RnR House,서울특별시 강서구 개화동 451-25번지,37.57692174,126.79978871,개화동로8길,폭6-8m,폭8-10m,API,근접,18.74,6.0,0.85,1.22,55,115,10853,347,2662.0,4145109
3711,강서구,공항동,공항 STAY,서울특별시 강서구 공항동 1352-7번지,37.55265579,126.8166372,방화대로,폭40-50m,6m미만,API,교차,0.0,40.23,0.04,0.94,57,117,11038,300,574.0,2115001
3712,강서구,내발산동,구름닮은집,서울특별시 강서구 내발산동 651-10번지,37.55446676,126.84093086,우장산로10길,폭6-8m,폭8-10m,API,교차,0.0,6.0,0.85,1.22,54,114,10884,337,544.0,4145432
3713,강서구,방화동,수스테이(SUE STAY),서울특별시 강서구 방화동 247-59번지,37.56444657,126.81426873,방화동로10길,폭6-8m,6m미만,API,교차,14.18,6.0,0.85,1.22,161,221,11378,271,353.0,4145364
3714,강서구,내발산동,올래마곡,서울특별시 강서구 내발산동 670-11번지,37.55157537,126.83703698,강서로46길,폭6-8m,폭6-8m,API,교차,0.0,6.0,0.85,1.22,60,120,10943,340,419.0,4145056
3715,강서구,화곡동,승희하우스,서울특별시 강서구 화곡동 1018-3번지,37.54097548,126.83259654,화곡로13길,폭8-10m,6m미만,API,교차,67.8,8.0,0.7,1.14,158,218,11223,13,550.0,4145494
3716,강서구,공항동,스테이솔라,서울특별시 강서구 공항동 55-333번지,37.55435617,126.81177149,공항대로,폭40-50m,6m미만,API,교차,72.64,40.0,0.04,0.94,91,151,11524,325,557.0,2005007
3717,강서구,화곡동,쏘스테이,서울특별시 강서구 화곡동 346-56번지,37.52852779,126.84363309,강서로5나길,폭20-25m,6m미만,API,교차,2.35,22.0,0.25,1.0,110,170,11267,205,560.0,4145073
3718,강서구,화곡동,오르카 스테이 402,서울특별시 강서구 화곡동 348-12번지,37.52995082,126.8446145,강서로5가길,6m미만,6m미만,API,교차,0.0,5.0,1.0,1.3,160,220,11220,113,545.0,4145071
3719,강서구,화곡동,포우스테이,서울특별시 강서구 화곡동 995-18번지,37.54935107,126.84687287,화곡로53나길,폭6-8m,6m미만,API,교차,2.82,6.0,0.85,1.22,95,155,11019,79,522.0,4145537
3720,강서구,공항동,스테이 현재,서울특별시 강서구 공항동 1351-6번지,37.5526725,126.81713059,공항대로,폭40-50m,6m미만,API,교차,0.0,40.0,0.04,0.94,55,115,11524,325,557.0,2005007
3721,강서구,화곡동,은율하우스,서울특별시 강서구 화곡동 958-3번지,37.54607088,126.85137458,까치산로18나길,6m미만,6m미만,API,교차,1.11,5.0,1.0,1.3,94,154,11427,211,592.0,4145259
3722,강서구,공항동,DADA STAY,서울특별시 강서구 공항동 1366-7번지,37.55101942,126.81670052,방화대로,폭40-50m,6m미만,API,교차,0.0,40.23,0.04,0.94,73,133,11300,342,574.0,2115001
3723,강서구,내발산동,감성아지트,서울특별시 강서구 내발산동 655-12번지,37.55272323,126.83614648,강서로47길,폭12-15m,폭10-12m,API,교차,2.75,12.0,0.45,1.04,36,96,11430,1433,423.0,4145058
3724,강서구,방화동,지구플레이스,서울특별시 강서구 방화동 648-60번지,37.56466815,126.8064238,공항대로,폭40-50m,6m미만,API,교차,0.0,40.0,0.04,0.94,133,193,11524,325,557.0,2005007
3725,강서구,등촌동,스테이 미야,서울특별시 강서구 등촌동 643-12번지,37.55259612,126.8588205,공항대로,6m미만,6m미만,API,교차,36.51,2.0,1.0,1.3,96,156,11216,1031,1260.0,2005007
3726,강서구,등촌동,플랜트리,서울특별시 강서구 등촌동 663-16번지,37.55583703,126.84481832,우장산로10길,폭6-8m,폭8-10m,API,교차,1.24,6.0,0.85,1.22,102,162,10884,337,544.0,4145432
3727,강서구,화곡동,화곡 Song.Stay,서울특별시 강서구 화곡동 1035-8번지,37.54071243,126.8361979,화곡로,폭35-40m,6m미만,API,교차,6.8,35.0,0.08,0.95,99,159,11304,2,567.0,3005069
3728,강서구,화곡동,스테이진,서울특별시 강서구 화곡동 462-2번지,37.5332692,126.85360704,곰달래로33길,6m미만,6m미만,API,교차,1.38,5.0,1.0,1.3,203,263,10888,162,390.0,4145139
3729,강서구,화곡동,달보드레126,서울특별시 강서구 화곡동 111-126번지,37.54300421,126.84195175,화곡로27가길,6m미만,6m미만,API,교차,1.29,5.0,1.0,1.3,47,107,11513,291,430.0,4145508
3730,강서구,화곡동,컴포트하우스,서울특별시 강서구 화곡동 1049-3번지,37.53992554,126.83681116,강서로31길,6m미만,6m미만,API,교차,7.65,5.0,1.0,1.3,133,193,11043,92,525.0,4145041
3731,강서구,화곡동,Chill&Cozy,서울특별시 강서구 화곡동 1053-9번지,37.54007381,126.83969047,강서로31길,6m미만,6m미만,API,교차,0.0,5.0,1.0,1.3,99,159,11541,302,525.0,4145041
3732,강서구,공항동,Sarangbang Stay,서울특별시 강서구 공항동 66-139번지,37.55716239,126.80824554,공항대로,폭40-50m,6m미만,API,교차,67.16,40.0,0.04,0.94,125,185,11205,922,557.0,2005007
3733,강서구,화곡동,haus.grove(하우스 그로브),서울특별시 강서구 화곡동 379-40번지,37.53538056,126.83701841,가로공원로74길,6m미만,6m미만,API,교차,0.0,4.0,1.0,1.3,139,199,10935,269,83.0,4145003
3734,강서구,화곡동,달온재,서울특별시 강서구 화곡동 111-125번지,37.54293876,126.84206514,화곡로27가길,6m미만,6m미만,API,교차,2.35,5.0,1.0,1.3,46,106,11513,291,430.0,4145508
3735,마포구,도화동,스테이 결,서울특별시 마포구 도화동 38-8번지,37.53886159,126.95187651,도화4길,폭8-10m,폭6-8m,API,교차,43.72,9.0,0.7,1.14,88,148,7392,4686,1520.0,4139064
3736,영등포구,영등포동,kelly homestay,서울특별시 영등포구 영등포동8가 76-1번지,37.52670733,126.90430217,영중로33길,폭6-8m,폭6-8m,API,교차,46.22,6.0,0.85,1.22,134,194,14646,97,1850.0,4154808
3737,영등포구,여의도동,63House,서울특별시 영등포구 여의도동 50번지,37.51794347,126.936319,여의동로,폭20-25m,폭15-20m,API,교차,22.0,20.0,0.25,1.0,88,148,13810,37,3356.0,3118020
3738,영등포구,신길동,보나,서울특별시 영등포구 신길동 67-1번지,37.51294457,126.91770361,도신로65길,폭8-10m,6m미만,API,근접,0.0,8.0,0.7,1.14,66,126,15082,8226,1920.0,4154350
3739,영등포구,신길동,Lodge 82,서울특별시 영등포구 신길동 65-101번지,37.51177423,126.920266,영등포로80길,폭8-10m,6m미만,API,교차,5.33,8.0,0.7,1.14,31,91,12914,5326,944.0,4154750
3740,영등포구,신길동,도담스테이,서울특별시 영등포구 신길동 3725번지,37.49699241,126.91055821,여의대방로5길,폭8-10m,폭6-8m,API,교차,0.41,8.0,0.7,1.14,78,138,13668,6377,3260.0,4154682
3741,영등포구,당산동,스테이 로라,서울특별시 영등포구 당산동1가 380번지,37.52027213,126.89669033,문래북로,폭20-25m,폭15-20m,API,교차,20.15,20.0,0.25,1.0,82,142,12650,7187,1470.0,3118009
3742,영등포구,당산동,소울 스테이 아틀리에 영등포,서울특별시 영등포구 당산동3가 228-2번지,37.52351734,126.89685061,당산로20길,폭6-8m,폭6-8m,API,교차,0.0,6.0,0.85,1.22,124,184,12861,7087,2247.0,4154102
3743,영등포구,신길동,슈롱하우스,서울특별시 영등포구 신길동 257-12번지,37.50431016,126.90899133,신길로29길,폭8-10m,폭20-25m,API,교차,23.43,8.0,0.7,1.14,121,181,14861,145,2141.0,4154509
3744,영등포구,당산동,휴휴휴스테이,서울특별시 영등포구 당산동1가 186-98번지,37.52002329,126.89933442,영신로33길,폭8-10m,폭6-8m,API,교차,27.68,8.0,0.7,1.14,63,123,14578,399,1224.0,4154771
3745,영등포구,양평동,호미그라운드 선유도점,서울특별시 영등포구 양평동4가 274번지,37.53466489,126.89746322,선유로,폭8-10m,폭8-10m,공식만,교차,8.95,8.0,0.7,1.14,25,85,14789,6778,2007.0,3005074
